phase,model,horizon,n_features,n_train,n_test,train_time_sec,n_estimators,max_depth,max_samples,avg_tree_depth,max_tree_depth,baseline_r2,improvement_over_baseline,oob_score,train_r2,train_mae_bps,train_rmse_bps,train_direction_acc_all,train_direction_acc_nonzero,train_correlation,train_pct_zeros,train_directional_accuracy,val_r2,val_mae_bps,val_rmse_bps,val_direction_acc_all,val_direction_acc_nonzero,val_correlation,val_pct_zeros,val_directional_accuracy,test_r2,test_mae_bps,test_rmse_bps,test_direction_acc_all,test_direction_acc_nonzero,test_correlation,test_pct_zeros,test_directional_accuracy
phase2_randomforest_enhanced,RF_Enhanced_Fast,return_200ms,30,8204814,2344233,2288.557720899582,200,15,,15.0,15,0.0098887906258288,0.00043053680648798276,0.026541174310320548,0.06484263539614699,0.3463034547326039,0.7084933139915585,0.3055201495122254,0.5722766567578791,0.3291370240341299,0.4661320780702646,30.55201495122254,0.007109908442778146,0.32363905269115484,0.6735678045451403,0.2911409792204867,0.574683356713545,0.08441912031877472,0.49338887959894756,29.11409792204867,0.010319327432316783,0.34421759068145186,0.6734563256894266,0.32332280963539034,0.5686607275493714,0.10295417781570929,0.4314310906808325,32.332280963539034
