phase,model,horizon,n_features,n_train,n_test,train_time_sec,max_iter_requested,n_iter_actual,stopped_early,max_depth,learning_rate,max_bins,l2_regularization,baseline_r2,improvement_over_baseline,train_r2,train_mae_bps,train_rmse_bps,train_direction_acc_all,train_direction_acc_nonzero,train_correlation,train_pct_zeros,train_directional_accuracy,val_r2,val_mae_bps,val_rmse_bps,val_direction_acc_all,val_direction_acc_nonzero,val_correlation,val_pct_zeros,val_directional_accuracy,test_r2,test_mae_bps,test_rmse_bps,test_direction_acc_all,test_direction_acc_nonzero,test_correlation,test_pct_zeros,test_directional_accuracy
phase3_gradientboosting,GB_Accurate,return_200ms,30,8204814,2344233,42.920466899871826,800,30,True,10,0.1,255,0.0,0.0098887906258288,5.988092298604697e-05,0.03046985581857997,0.34694749015971243,0.7213965570252822,0.30485907419717256,0.571038381731608,0.20153212149409871,0.4661320780702646,30.485907419717257,0.005365619750179462,0.32237877316658436,0.674159199886568,0.2922825044620157,0.5769366140850478,0.07478383442839598,0.49338887959894756,29.22825044620157,0.009948671548814847,0.34278522699286956,0.6735824255460156,0.3260311581655919,0.5734241757186437,0.10012291619479555,0.4314310906808325,32.60311581655919
