phase,model,horizon,n_features,n_train,n_test,train_time_sec,n_estimators,max_depth,learning_rate,baseline_r2,improvement_over_baseline,train_r2,train_mae_bps,train_rmse_bps,train_direction_acc_all,train_direction_acc_nonzero,train_correlation,train_pct_zeros,test_r2,test_mae_bps,test_rmse_bps,test_direction_acc_all,test_direction_acc_nonzero,test_correlation,test_pct_zeros
phase2_xgboost,XGB_Fast,return_200ms,14,8204781,2344225,5.3827338218688965,54,4,0.1,0.007553360452569,0.001388587961279877,0.00890415906906128,0.348023786500562,0.7292949505654471,0.3033191257633811,0.568154956976308,0.09788550731368377,0.4661330997134476,0.008941948413848877,0.3431576624279842,0.6739255707024508,0.3250745982147618,0.5717432569306373,0.0980555532913396,0.4314325630005652
phase2_xgboost,XGB_Balanced,return_200ms,14,8204781,2344225,4.798871040344238,39,6,0.1,0.007553360452569,0.0014486098385686954,0.01552194356918335,0.34768017940223217,0.7268560373967915,0.3037663040610103,0.5689925782961335,0.13930268710977572,0.4661330997134476,0.009001970291137695,0.34296579542569816,0.6739051756178568,0.32485107018310955,0.571350114416476,0.0979039470369974,0.4314325630005652
phase2_xgboost,XGB_Accurate,return_200ms,14,8204781,2344225,7.071403980255127,60,8,0.05,0.007553360452569,0.0004263901806707462,0.027346491813659668,0.34703713026829064,0.7224777255886145,0.30424870572413815,0.5698961774195648,0.20579690566836528,0.4661330997134476,0.007979750633239746,0.34291853808099404,0.6742526643862857,0.32484509806012646,0.5713396106088457,0.09041906005588225,0.4314325630005652
